"","player_id","Year","market_value_in_eur","value_increase","matches","club_changed","type_ratio","ever_captain"
"1537",53286,"2022",300000,0,11,1,1.75,0
"1538",53286,"2023",200000,0,14,0,3.66666666666667,0
"1539",53360,"2016",13000000,0,23,0,0.533333333333333,0
"1540",53360,"2017",10000000,0,40,1,1.35294117647059,0
"1541",53360,"2018",12000000,1,20,0,5.66666666666667,0
"1542",53360,"2019",6000000,0,21,1,0.4,0
"1543",53360,"2020",6000000,0,30,0,3.28571428571429,0
"1544",53360,"2021",3000000,0,38,0,0.357142857142857,0
"1545",53360,"2022",1200000,0,19,0,1.71428571428571,0
"1546",53360,"2023",1000000,0,1,0,1,0
"1547",53418,"2016",15000000,0,31,0,30,0
"1548",53418,"2017",18000000,1,42,1,2.81818181818182,0
"1549",53418,"2018",18000000,0,46,0,5.57142857142857,1
"1550",53418,"2019",22000000,1,23,0,2.28571428571429,1
"1551",53418,"2020",14000000,0,32,0,3,0
"1552",53418,"2021",8000000,0,47,0,3.27272727272727,1
"1553",53418,"2022",5000000,0,46,0,2.53846153846154,0
"1554",53418,"2023",3500000,0,23,0,0.533333333333333,0
"1555",53536,"2016",3000000,0,34,0,1.125,0
"1556",53536,"2017",6000000,1,44,0,0.91304347826087,0
"1557",53536,"2018",7500000,1,39,0,1.4375,0
"1558",53536,"2019",2000000,0,29,0,0.45,0
"1559",53536,"2020",1800000,0,26,1,1.36363636363636,0
"1560",53536,"2021",2500000,1,42,0,1.625,0
"1561",53536,"2022",2000000,0,34,0,1.125,0
"1562",53536,"2023",1400000,0,22,0,0.375,0
"1563",53622,"2016",30000000,0,29,1,3.83333333333333,0
"1564",53622,"2017",30000000,0,23,0,0.4375,0
"1565",53622,"2018",40000000,1,43,0,2.07142857142857,0
"1566",53622,"2019",50000000,1,54,0,3.15384615384615,0
"1567",53622,"2020",40000000,0,42,0,2,0
"1568",53622,"2021",35000000,0,58,0,2.41176470588235,1
"1569",53622,"2022",25000000,0,54,0,1.57142857142857,1
"1570",53622,"2023",18000000,0,36,0,3,1
"1571",54177,"2016",4500000,0,29,0,29,1
"1572",54177,"2017",3500000,0,34,0,4.66666666666667,1
"1573",54177,"2018",2000000,0,34,0,10.3333333333333,1
"1574",54177,"2019",1750000,0,31,0,14.5,1
"1575",54177,"2020",1300000,0,36,0,2.27272727272727,1
"1576",54177,"2021",625000,0,39,0,4.57142857142857,1
"1577",54177,"2022",450000,0,26,0,5.5,1
"1578",54177,"2023",100000,0,14,0,3.66666666666667,1
"1579",54235,"2016",14000000,0,52,0,1.47619047619048,1
"1580",54235,"2017",15000000,1,38,0,5.33333333333333,1
"1581",54235,"2018",10000000,0,22,0,0.833333333333333,1
"1582",54235,"2019",17500000,1,33,0,5.6,1
"1583",54235,"2020",14000000,0,40,0,3.44444444444444,1
"1584",54235,"2021",12000000,0,40,0,5.66666666666667,1
"1585",54235,"2022",14000000,1,40,0,4,1
"1586",54235,"2023",6000000,0,24,0,1.18181818181818,1
"1587",54781,"2016",32000000,0,50,0,11.5,0
"1588",54781,"2017",30000000,0,49,0,11.25,0
"1589",54781,"2018",35000000,1,46,0,1.55555555555556,1
"1590",54781,"2019",18000000,0,52,0,1.47619047619048,1
"1591",54781,"2020",11000000,0,39,1,1.6,1
"1592",54781,"2021",6000000,0,46,0,22,1
"1593",54781,"2022",3000000,0,41,0,41,1
"1594",54781,"2023",1500000,0,21,0,21,1
"1595",54906,"2016",15000000,0,36,0,1.57142857142857,0
"1596",54906,"2017",12000000,0,40,0,0.904761904761905,0
"1597",54906,"2018",10000000,0,27,0,0.421052631578947,0
"1598",54906,"2019",8000000,0,20,1,3,0
"1599",54906,"2020",7000000,0,41,1,1.92857142857143,0
"1600",54906,"2021",7000000,0,46,0,1.19047619047619,0
"1601",54906,"2022",4000000,0,46,0,0.703703703703704,0
"1602",54906,"2023",4000000,0,36,0,5,0
"1603",55089,"2016",5500000,0,35,0,34,0
"1604",55089,"2017",8000000,1,43,0,42,0
"1605",55089,"2018",10000000,1,39,0,39,1
"1606",55089,"2019",7000000,0,36,0,35,1
"1607",55089,"2020",5500000,0,32,0,32,1
"1608",55089,"2021",5000000,0,38,0,38,1
"1609",55089,"2022",4500000,0,35,0,35,1
"1610",55089,"2023",4000000,0,20,0,20,1
"1611",55099,"2016",2000000,0,15,0,14,1
"1612",55099,"2017",3500000,1,35,0,16.5,1
"1613",55099,"2018",4000000,1,24,0,7,0
"1614",55099,"2019",4500000,1,24,0,24,0
"1615",55099,"2020",3500000,0,31,0,14.5,0
"1616",55099,"2021",2500000,0,36,0,17,0
"1617",55099,"2022",2500000,0,42,0,20,0
"1618",55099,"2023",2000000,0,22,0,22,0
"1619",55282,"2016",5000000,0,47,0,22.5,0
"1620",55282,"2017",4000000,0,40,1,39,0
"1621",55282,"2018",4000000,0,35,0,35,0
"1622",55282,"2019",1500000,0,34,1,0.478260869565217,0
"1623",55282,"2020",700000,0,37,1,0.15625,0
"1624",55282,"2021",600000,0,55,0,0.25,0
"1625",55282,"2022",600000,0,39,0,0.444444444444444,0
"1626",55282,"2023",400000,0,26,0,0.733333333333333,0
"1627",55291,"2016",3000000,0,21,0,2.5,0
"1628",55291,"2017",3000000,0,39,0,1.6,0
"1629",55291,"2018",2500000,0,31,1,6.75,0
"1630",55291,"2019",2500000,0,47,0,4.875,0
"1631",55291,"2020",2000000,0,44,0,2.14285714285714,0
"1632",55291,"2021",1600000,0,37,0,0.681818181818182,0
"1633",55291,"2022",1500000,0,51,0,0.758620689655172,0
"1634",55291,"2023",500000,0,14,0,0.0769230769230769,0
"1635",55336,"2016",6000000,0,27,0,26,1
"1636",55336,"2017",7500000,1,34,0,7.5,1
"1637",55336,"2018",3500000,0,31,0,2.875,1
"1638",55336,"2019",2000000,0,29,1,2.22222222222222,1
"1639",55336,"2020",1000000,0,21,1,6,1
"1640",55336,"2021",1000000,0,28,0,4.6,1
"1641",55336,"2022",700000,0,32,0,9.66666666666667,1
"1642",55336,"2023",300000,0,12,0,0.714285714285714,0
"1643",55356,"2016",2500000,0,34,1,3.25,1
"1644",55356,"2017",2000000,0,32,1,2.55555555555556,0
"1645",55356,"2018",3500000,1,28,0,6,0
"1646",55356,"2019",4500000,1,36,0,4.14285714285714,0
"1647",55356,"2020",3000000,0,26,1,5.5,1
"1648",55356,"2021",2500000,0,29,0,6.25,0
"1649",55356,"2022",1800000,0,33,0,10,1
"1650",55356,"2023",800000,0,16,0,1,0
"1651",55369,"2016",4000000,0,33,0,15.5,0
"1652",55369,"2017",4000000,0,37,0,36,1
"1653",55369,"2018",3000000,0,37,0,36,1
"1654",55369,"2019",2500000,0,40,0,40,1
"1655",55369,"2020",1000000,0,31,0,30,1
"1656",55369,"2021",1000000,0,31,0,31,1
"1657",55369,"2022",500000,0,24,0,0.846153846153846,1
"1658",55369,"2023",300000,0,8,0,0,0
"1659",55524,"2016",650000,0,4,0,3,0
"1660",55524,"2017",300000,0,16,1,0.142857142857143,0
"1661",55524,"2018",500000,1,16,0,2.2,0
"1662",55524,"2019",500000,0,14,0,1.8,0
"1663",55524,"2020",400000,0,25,0,0.785714285714286,0
"1664",55524,"2021",200000,0,19,0,0,0
"1665",55524,"2022",500000,1,31,1,1.58333333333333,0
"1666",55524,"2023",225000,0,18,0,3.5,0
"1667",55605,"2016",5000000,0,44,0,6.33333333333333,0
"1668",55605,"2017",4500000,0,40,0,2.07692307692308,1
"1669",55605,"2018",3250000,0,38,0,37,1
"1670",55605,"2019",2500000,0,24,0,11,1
"1671",55605,"2020",1500000,0,27,1,2,1
"1672",55605,"2021",575000,0,31,0,2.875,0
"1673",55605,"2022",400000,0,32,0,1.46153846153846,0
"1674",55605,"2023",150000,0,12,0,1,0
"1675",55735,"2016",37000000,0,37,1,3.11111111111111,0
"1676",55735,"2017",35000000,0,49,0,3.08333333333333,0
"1677",55735,"2018",30000000,0,40,1,2.07692307692308,0
"1678",55735,"2019",25000000,0,35,1,1.1875,0
"1679",55735,"2020",20000000,0,38,0,3.75,0
"1680",55735,"2021",10000000,0,48,0,5.85714285714286,0
"1681",55735,"2022",6000000,0,34,1,2.77777777777778,0
"1682",55735,"2023",6000000,0,32,0,7,0
"1683",55769,"2016",8000000,0,47,0,2.13333333333333,0
"1684",55769,"2017",13000000,1,40,0,40,0
"1685",55769,"2018",12000000,0,42,0,3.66666666666667,0
"1686",55769,"2019",13000000,1,41,0,2.41666666666667,0
"1687",55769,"2020",8000000,0,45,0,0.8,0
"1688",55769,"2021",3500000,0,45,0,0.216216216216216,0
"1689",55769,"2022",2000000,0,44,0,0.294117647058824,1
"1690",55769,"2023",1000000,0,33,0,0.375,1
"1691",56005,"2016",2000000,0,48,1,2.2,0
"1692",56005,"2017",2500000,1,21,0,4.25,0
"1693",56005,"2018",750000,0,15,0,0.25,0
"1694",56005,"2019",500000,0,29,1,1.63636363636364,0
"1695",56005,"2020",900000,1,32,0,32,0
"1696",56005,"2021",500000,0,41,0,1.41176470588235,0
"1697",56005,"2022",125000,0,21,0,2,0
"1698",56005,"2023",75000,0,17,0,16,0
"1699",56036,"2016",4000000,0,40,0,19,0
"1700",56036,"2017",3500000,0,38,1,1.375,0
"1701",56036,"2018",3000000,0,39,1,1.29411764705882,0
"1702",56036,"2019",2000000,0,36,1,0.44,0
"1703",56036,"2020",1600000,0,33,0,2,0
"1704",56036,"2021",2000000,1,45,0,0.875,1
"1705",56036,"2022",800000,0,27,0,1.45454545454545,1
"1706",56036,"2023",300000,0,17,0,0,0
"1707",56046,"2016",1000000,0,15,0,15,0
"1708",56046,"2017",1400000,1,38,1,6.6,0
"1709",56046,"2018",1000000,0,48,0,5.85714285714286,0
"1710",56046,"2019",800000,0,33,1,10,0
"1711",56046,"2020",800000,0,29,0,29,0
"1712",56046,"2021",500000,0,41,1,2.41666666666667,1
"1713",56046,"2022",300000,0,32,0,1.66666666666667,1
"1714",56046,"2023",150000,0,15,0,1.14285714285714,1
"1715",56100,"2016",2000000,0,32,0,2.55555555555556,0
"1716",56100,"2017",2000000,0,26,0,0.733333333333333,0
"1717",56100,"2018",2000000,0,30,1,0.666666666666667,0
"1718",56100,"2019",1500000,0,12,0,0.2,0
"1719",56100,"2020",800000,0,26,1,1.36363636363636,0
"1720",56100,"2021",800000,0,34,0,2.4,0
"1721",56100,"2022",400000,0,22,0,0.692307692307692,0
"1722",56331,"2016",9000000,0,29,1,3.83333333333333,0
"1723",56331,"2017",16000000,1,45,0,6.5,0
"1724",56331,"2018",22000000,1,33,0,10,1
"1725",56331,"2019",10000000,0,31,1,3.42857142857143,0
"1726",56331,"2020",5500000,0,29,0,1.9,0
"1727",56331,"2021",3500000,0,43,0,1.15,0
"1728",56331,"2022",1800000,0,25,1,1.5,0
"1729",56331,"2023",750000,0,9,0,0.8,0
"1730",56381,"2016",700000,0,35,1,7.75,0
"1731",56381,"2017",750000,1,32,0,2.2,1
"1732",56381,"2018",600000,0,18,1,18,1
"1733",56381,"2019",400000,0,17,0,16,1
"1734",56381,"2020",325000,0,21,0,21,1
"1735",56381,"2021",275000,0,36,0,17,1
"1736",56381,"2022",200000,0,28,0,13,1
"1737",56381,"2023",125000,0,18,0,1.57142857142857,1
"1738",56416,"2016",16000000,0,46,0,0.769230769230769,0
"1739",56416,"2017",32000000,1,53,0,5.625,0
"1740",56416,"2018",30000000,0,46,0,2.28571428571429,0
"1741",56416,"2019",25000000,0,47,0,2.13333333333333,0
"1742",56416,"2020",15000000,0,38,0,2.45454545454545,0
"1743",56416,"2021",5000000,0,41,0,0.64,1
"1744",56416,"2022",3400000,0,36,1,1.76923076923077,1
"1745",56416,"2023",2000000,0,16,0,15,0
"1746",56523,"2016",3000000,0,44,0,0.571428571428571,0
"1747",56523,"2017",2000000,0,42,0,0.166666666666667,0
"1748",56523,"2018",1500000,0,8,0,7,0
"1749",56523,"2019",650000,0,31,1,0.55,0
"1750",56523,"2020",525000,0,23,0,0.642857142857143,1
"1751",56523,"2021",350000,0,33,1,3.71428571428571,1
"1752",56523,"2022",375000,1,28,0,6,1
"1753",56523,"2023",350000,0,17,0,4.66666666666667,1
"1754",56818,"2016",28000000,0,39,0,0.95,0
"1755",56818,"2017",22000000,0,41,0,5.83333333333333,1
"1756",56818,"2018",18000000,0,26,0,1.36363636363636,0
"1757",56818,"2019",12000000,0,23,0,1.875,0
"1758",56818,"2020",10000000,0,26,1,5.5,1
"1759",56818,"2021",4000000,0,31,0,0.631578947368421,1
"1760",56818,"2022",2500000,0,13,0,0.444444444444444,0
"1761",56836,"2016",1000000,0,22,0,21,1
"1762",56836,"2017",750000,0,32,0,31,1
"1763",56836,"2018",850000,1,31,0,31,1
"1764",56836,"2019",850000,0,36,0,36,1
"1765",56836,"2020",550000,0,22,1,0.466666666666667,1
"1766",56836,"2021",325000,0,31,0,0.9375,0
"1767",56836,"2022",250000,0,30,0,0.304347826086957,1
"1768",56836,"2023",200000,0,21,0,0.05,0
"1769",57013,"2016",500000,0,18,0,2,1
"1770",57013,"2017",450000,0,37,0,3.11111111111111,1
"1771",57013,"2018",300000,0,27,0,12.5,1
"1772",57013,"2019",150000,0,27,0,1.7,1
"1773",57013,"2020",100000,0,22,0,0.692307692307692,1
"1774",57013,"2021",100000,0,19,0,0.117647058823529,1
"1775",57013,"2022",100000,0,22,0,0.571428571428571,1
"1776",57013,"2023",75000,0,7,0,2.5,1
"1777",57051,"2016",4000000,0,29,0,29,1
"1778",57051,"2017",15000000,1,45,1,2,1
"1779",57051,"2018",14000000,0,45,1,0.8,0
"1780",57051,"2019",6500000,0,39,1,2.9,1
"1781",57051,"2020",4500000,0,36,1,6.2,0
"1782",57051,"2021",2500000,0,34,0,2.4,0
"1783",57051,"2022",1500000,0,29,0,0.0357142857142857,0
"1784",57051,"2023",1000000,0,18,0,0.384615384615385,0
"1785",57071,"2016",1500000,0,17,0,17,0
"1786",57071,"2017",4500000,1,42,0,41,1
"1787",57071,"2018",10000000,1,45,0,21.5,0
"1788",57071,"2019",12000000,1,43,0,42,0
"1789",57071,"2020",11000000,0,42,0,41,1
"1790",57071,"2021",11000000,0,48,0,48,1
"1791",57071,"2022",6000000,0,37,0,37,1
"1792",57162,"2016",14000000,0,31,1,0.476190476190476,0
"1793",57162,"2017",8000000,0,30,1,2,0
"1794",57162,"2018",7500000,0,36,0,2.27272727272727,0
"1795",57162,"2019",8000000,1,36,0,11,0
"1796",57162,"2020",4700000,0,31,0,9.33333333333333,0
"1797",57162,"2021",2100000,0,48,0,0.714285714285714,1
"1798",57162,"2022",700000,0,10,0,0.428571428571429,1
"1799",57162,"2023",450000,0,15,0,0.25,0
"1800",57216,"2016",1500000,0,32,0,32,1
"1801",57216,"2017",1500000,0,33,0,10,1
"1802",57216,"2018",1500000,0,34,0,16,1
"1803",57216,"2019",1500000,0,34,0,7.5,1
"1804",57216,"2020",1200000,0,25,0,25,1
"1805",57216,"2021",800000,0,36,0,35,1
"1806",57216,"2022",400000,0,19,0,18,1
"1807",57280,"2016",21000000,0,36,0,35,0
"1808",57280,"2017",22000000,1,30,0,2.75,0
"1809",57280,"2018",23000000,1,36,0,17,0
"1810",57280,"2019",18000000,0,15,0,0.666666666666667,0
"1811",57280,"2020",5000000,0,39,1,0.95,0
"1812",57280,"2021",4000000,0,43,0,7.6,0
"1813",57280,"2022",2500000,0,31,0,2.875,1
"1814",57280,"2023",3000000,1,24,0,1,1
"1815",57370,"2016",3500000,0,29,0,29,0
"1816",57370,"2017",3500000,0,34,0,34,1
"1817",57370,"2018",5500000,1,39,1,18.5,1
"1818",57370,"2019",5000000,0,45,0,10.25,1
"1819",57370,"2020",4000000,0,31,0,31,1
"1820",57370,"2021",1500000,0,38,1,1.375,1
"1821",57370,"2022",600000,0,36,0,0.44,0
"1822",57370,"2023",500000,0,2,0,1,0
"1823",57500,"2016",20000000,0,44,0,43,0
"1824",57500,"2017",30000000,1,53,0,16.6666666666667,1
"1825",57500,"2018",40000000,1,46,0,22,1
"1826",57500,"2019",30000000,0,56,0,13,1
"1827",57500,"2020",17000000,0,47,0,2.13333333333333,1
"1828",57500,"2021",11000000,0,62,0,2.875,1
"1829",57500,"2022",8000000,0,46,0,1.875,1
"1830",57500,"2023",4000000,0,20,0,0.818181818181818,1
"1831",57534,"2016",1200000,0,28,0,28,1
"1832",57534,"2017",1700000,1,19,1,2.8,0
"1833",57534,"2018",800000,0,20,0,1.85714285714286,0
"1834",57534,"2019",600000,0,15,0,0.666666666666667,0
"1835",57534,"2020",400000,0,25,0,4,1
"1836",57534,"2021",400000,0,34,1,1.83333333333333,1
"1837",57534,"2022",250000,0,27,1,0.227272727272727,0
"1838",57534,"2023",250000,0,31,0,30,1
"1839",57723,"2016",6000000,0,36,0,35,1
"1840",57723,"2017",8000000,1,45,0,21.5,1
"1841",57723,"2018",6000000,0,42,1,0.909090909090909,0
"1842",57723,"2019",3000000,0,47,1,1.76470588235294,0
"1843",57723,"2020",2400000,0,13,0,13,1
"1844",57723,"2021",800000,0,16,0,1.66666666666667,1
"1845",57723,"2022",500000,0,27,0,0.928571428571429,1
"1846",57723,"2023",300000,0,22,0,22,1
"1847",58088,"2016",14000000,0,34,0,34,1
"1848",58088,"2017",11000000,0,37,0,37,1
"1849",58088,"2018",6000000,0,39,0,39,1
"1850",58088,"2019",5000000,0,40,0,40,1
"1851",58088,"2020",3500000,0,10,0,10,1
"1852",58088,"2021",3000000,0,49,0,49,1
"1853",58088,"2022",1700000,0,27,0,5.75,1
"1854",58088,"2023",1500000,0,19,0,19,1
"1855",58267,"2016",5750000,0,32,0,31,1
"1856",58267,"2017",3500000,0,34,1,33,1
"1857",58267,"2018",2500000,0,30,0,29,0
"1858",58267,"2019",1500000,0,34,0,3.85714285714286,0
"1859",58267,"2020",800000,0,33,1,3.71428571428571,1
"1860",58267,"2021",1000000,1,25,0,11.5,0
"1861",58267,"2022",400000,0,45,0,0.730769230769231,0
"1862",58267,"2023",200000,0,14,0,0.0769230769230769,0
"1863",58358,"2016",75000000,0,50,0,2.57142857142857,0
"1864",58358,"2017",45000000,0,43,0,2.58333333333333,1
"1865",58358,"2018",40000000,0,52,0,4.2,1
"1866",58358,"2019",32000000,0,47,0,2.13333333333333,1
"1867",58358,"2020",35000000,1,47,0,22.5,1
"1868",58358,"2021",25000000,0,50,0,24,1
"1869",58358,"2022",18000000,0,34,0,10.3333333333333,1
"1870",58358,"2023",10000000,0,25,0,2.125,1
"1871",58602,"2016",1800000,0,19,1,0,0
"1872",58602,"2017",2500000,1,37,1,0.15625,0
"1873",58602,"2018",650000,0,35,0,0.346153846153846,0
"1874",58602,"2019",450000,0,31,1,0.55,0
"1875",58602,"2020",500000,1,33,0,0.1,0
"1876",58602,"2021",500000,0,44,1,0.375,0
"1877",58602,"2022",125000,0,27,0,0.588235294117647,1
"1878",58602,"2023",50000,0,2,0,1,0
"1879",58606,"2016",800000,0,27,0,2.375,0
"1880",58606,"2017",700000,0,18,0,8,1
"1881",58606,"2018",400000,0,12,0,11,1
"1882",58606,"2019",400000,0,22,0,4.5,1
"1883",58606,"2020",400000,0,17,0,16,1
"1884",58606,"2021",300000,0,33,1,15.5,1
"1885",58606,"2022",250000,0,15,0,14,1
"1886",58606,"2023",250000,0,15,0,0.25,0
"1887",58864,"2016",45000000,0,45,0,8,1
"1888",58864,"2017",65000000,1,47,0,46,1
"1889",58864,"2018",75000000,1,37,1,8.25,0
"1890",58864,"2019",70000000,0,50,0,6.14285714285714,1
"1891",58864,"2020",40000000,0,40,0,5.66666666666667,1
"1892",58864,"2021",15000000,0,39,0,3.33333333333333,1
"1893",58864,"2022",12000000,0,42,1,2,0
"1894",58864,"2023",4000000,0,11,0,0.1,0
"1895",58884,"2016",5000000,0,42,0,0.555555555555556,0
"1896",58884,"2017",15000000,1,62,0,1.81818181818182,1
"1897",58884,"2018",30000000,1,40,0,1.85714285714286,1
"1898",58884,"2019",15000000,0,33,0,0.941176470588235,0
"1899",58884,"2020",10000000,0,27,0,0.6875,0
"1900",58884,"2021",7000000,0,50,0,1.94117647058824,0
"1901",58884,"2022",5000000,0,51,0,0.59375,1
"1902",58884,"2023",5000000,0,38,0,1.71428571428571,1
"1903",58930,"2016",1200000,0,31,0,5.2,1
"1904",58930,"2017",900000,0,30,0,30,1
"1905",58930,"2018",1000000,1,23,0,22,1
"1906",58930,"2019",900000,0,20,0,20,1
"1907",58930,"2020",500000,0,18,0,18,1
"1908",58930,"2021",300000,0,31,0,14.5,1
"1909",58930,"2022",250000,0,8,0,7,1
"1910",58930,"2023",150000,0,10,0,4,1
"1911",58965,"2016",150000,0,6,0,0.5,0
"1912",58965,"2017",600000,1,18,0,18,0
"1913",58965,"2018",900000,1,31,0,31,0
"1914",58965,"2019",900000,0,8,0,8,0
"1915",58965,"2020",500000,0,27,0,2.375,0
"1916",58965,"2021",300000,0,37,1,3.11111111111111,0
"1917",58965,"2022",200000,0,20,0,1.85714285714286,0
"1918",58965,"2023",100000,0,19,0,0.266666666666667,0
"1919",58970,"2016",1500000,0,37,1,3.11111111111111,1
"1920",58970,"2017",2000000,1,45,0,1.8125,0
"1921",58970,"2018",2000000,0,46,0,0.642857142857143,0
"1922",58970,"2019",2000000,0,40,1,1.5,0
"1923",58970,"2020",1500000,0,37,1,0.85,0
"1924",58970,"2021",1200000,0,31,0,0.631578947368421,0
"1925",58970,"2022",500000,0,17,1,0.7,0
"1926",58970,"2023",300000,0,11,0,4.5,1
"1927",58971,"2016",500000,0,26,0,5.5,0
"1928",58971,"2017",500000,0,36,0,0.161290322580645,0
"1929",58971,"2018",500000,0,34,0,0.0625,0
"1930",58971,"2019",850000,1,19,0,19,1
"1931",58971,"2020",650000,0,30,1,2,1
"1932",58971,"2021",600000,0,27,0,1.25,0
"1933",58971,"2022",500000,0,33,0,4.5,0
"1934",58971,"2023",600000,1,15,0,15,0
"1935",58995,"2016",800000,0,15,0,0.875,0
"1936",58995,"2017",600000,0,33,1,0.65,0
"1937",58995,"2018",700000,1,35,0,16.5,0
"1938",58995,"2019",700000,0,34,0,33,0
"1939",58995,"2020",600000,0,20,0,20,1
"1940",58995,"2021",800000,1,10,1,9,0
"1941",58995,"2022",1000000,1,17,0,7.5,0
"1942",58995,"2023",1000000,0,19,0,18,0
"1943",59016,"2016",45000000,0,50,0,7.33333333333333,0
"1944",59016,"2017",38000000,0,44,0,5.28571428571429,0
"1945",59016,"2018",55000000,1,42,0,7.4,0
"1946",59016,"2019",65000000,1,39,0,8.75,0
"1947",59016,"2020",65000000,0,44,0,21,1
"1948",59016,"2021",55000000,0,50,1,24,0
"1949",59016,"2022",55000000,0,46,0,10.5,0
"1950",59016,"2023",30000000,0,20,0,4,0
"1951",59084,"2016",3000000,0,19,0,3.75,0
"1952",59084,"2017",3000000,0,43,0,9.75,0
"1953",59084,"2018",2500000,0,44,0,13.6666666666667,0
"1954",59084,"2019",2000000,0,37,0,5.16666666666667,0
"1955",59084,"2020",1200000,0,33,0,15.5,1
"1956",59084,"2021",1000000,0,37,0,2.08333333333333,1
"1957",59084,"2022",300000,0,17,1,1.83333333333333,1
"1958",59084,"2023",200000,0,20,0,5.66666666666667,1
"1959",59209,"2016",3000000,0,35,0,35,0
"1960",59209,"2017",2500000,0,10,0,9,0
"1961",59209,"2018",2800000,1,17,0,4.66666666666667,0
"1962",59209,"2019",2000000,0,15,0,6.5,1
"1963",59209,"2020",1500000,0,29,0,13.5,1
"1964",59209,"2021",1000000,0,19,0,2.8,1
"1965",59209,"2022",500000,0,35,0,0.590909090909091,1
"1966",59209,"2023",250000,0,11,0,0.375,1
"1967",59322,"2016",2500000,0,39,0,18.5,1
"1968",59322,"2017",1500000,0,25,1,3.16666666666667,1
"1969",59322,"2018",1500000,0,25,0,11.5,1
"1970",59322,"2019",2500000,1,33,1,2.3,1
"1971",59322,"2020",3500000,1,27,0,2.375,0
"1972",59322,"2021",4000000,1,45,0,0.730769230769231,0
"1973",59322,"2022",3000000,0,27,0,0.588235294117647,0
"1974",59322,"2023",2000000,0,9,0,1.25,0
"1975",59352,"2016",2500000,0,40,1,1.22222222222222,1
"1976",59352,"2017",2200000,0,37,0,4.28571428571429,1
"1977",59352,"2018",3000000,1,35,0,34,1
"1978",59352,"2019",3500000,1,38,0,38,1
"1979",59352,"2020",1800000,0,30,0,14,1
"1980",59352,"2021",700000,0,14,0,3.66666666666667,1
"1981",59352,"2022",400000,0,10,0,1.5,0
"1982",59377,"2016",40000000,0,52,0,25,0
"1983",59377,"2017",40000000,0,52,0,4.77777777777778,0
"1984",59377,"2018",70000000,1,46,0,45,1
"1985",59377,"2019",60000000,0,45,0,21.5,1
"1986",59377,"2020",25000000,0,46,0,4.75,0
"1987",59377,"2021",18000000,0,53,0,3.41666666666667,0
"1988",59377,"2022",15000000,0,47,0,22.5,0
"1989",59377,"2023",8000000,0,35,0,34,0
"1990",59543,"2017",500000,0,22,1,1.2,0
"1991",59543,"2018",350000,0,49,0,0.580645161290323,0
"1992",59543,"2019",750000,1,35,0,0.4,1
"1993",59543,"2020",400000,0,15,1,0.666666666666667,0
"1994",59543,"2021",375000,0,16,0,1,0
"1995",59543,"2022",550000,1,37,0,1.46666666666667,0
"1996",59543,"2023",300000,0,14,0,1,0
"1997",59561,"2016",18000000,0,44,0,10,1
"1998",59561,"2017",15000000,0,41,0,40,1
"1999",59561,"2018",20000000,1,40,0,19,1
"2000",59561,"2019",35000000,1,51,0,50,1
"2001",59561,"2020",10000000,0,43,1,9.75,1
"2002",59561,"2021",9000000,0,57,0,10.4,0
"2003",59561,"2022",7000000,0,45,0,8,1
"2004",59561,"2023",4000000,0,24,0,23,1
"2005",59597,"2016",5000000,0,33,1,3.125,0
"2006",59597,"2017",3000000,0,32,1,0.777777777777778,0
"2007",59597,"2018",3200000,1,26,0,7.66666666666667,0
"2008",59597,"2019",3000000,0,33,0,4.5,0
"2009",59597,"2020",2000000,0,32,0,15,0
"2010",59597,"2021",1800000,0,31,0,30,0
"2011",59597,"2022",700000,0,32,1,0.777777777777778,0
"2012",59597,"2023",200000,0,18,0,0,0
"2013",59631,"2016",15000000,0,40,1,1,0
"2014",59631,"2017",15000000,0,29,0,1.63636363636364,0
"2015",59631,"2018",12000000,0,21,1,1.625,0
"2016",59631,"2019",10000000,0,28,1,0.866666666666667,1
"2017",59631,"2020",7000000,0,13,1,1.6,0
"2018",59631,"2021",4000000,0,28,0,1.15384615384615,0
"2019",59631,"2022",2500000,0,25,1,2.125,0
"2020",59631,"2023",600000,0,12,0,5,0
"2021",59866,"2016",7000000,0,38,1,0.9,0
"2022",59866,"2017",18000000,1,42,0,5,0
"2023",59866,"2018",18000000,0,32,0,1.28571428571429,0
"2024",59866,"2019",10000000,0,23,1,1.875,0
"2025",59866,"2020",6000000,0,32,1,0.882352941176471,0
"2026",59866,"2021",5000000,0,33,0,15.5,0
"2027",59866,"2022",3000000,0,16,0,7,0
"2028",59866,"2023",1500000,0,10,0,0,0
"2029",59970,"2016",8000000,0,46,0,4.75,1
"2030",59970,"2017",8500000,1,40,0,5.66666666666667,1
"2031",59970,"2018",10000000,1,30,0,5,1
"2032",59970,"2019",10000000,0,32,0,31,1
"2033",59970,"2020",8000000,0,23,0,2.28571428571429,1
"2034",59970,"2021",6000000,0,35,0,2.5,1
"2035",59970,"2022",5000000,0,19,0,18,1
"2036",59970,"2023",3000000,0,18,0,18,1
"2037",60220,"2016",1000000,0,18,0,3.5,0
"2038",60220,"2017",900000,0,9,0,9,0
"2039",60220,"2018",500000,0,18,0,8,0
"2040",60220,"2019",300000,0,28,0,1,0
"2041",60220,"2020",300000,0,23,0,22,0
"2042",60220,"2021",250000,0,11,0,4.5,0
"2043",60220,"2022",350000,1,16,0,15,0
"2044",60220,"2023",350000,0,2,0,2,0
